1,00-17-0D-00-00-30-0A-B9,1,1,1,0,1
2,00-17-0D-00-00-60-05-2F,2,2,2,0,1
3,00-17-0D-00-00-60-04-64,3,3,3,1,1
4,00-17-0D-00-00-60-3B-F0,4,4,4,2,1
5,00-17-0D-00-00-60-38-D6,5,5,5,1,1
6,00-17-0D-00-00-60-3B-FF,6,6,6,1,1
7,00-17-0D-00-00-60-06-F0,7,7,7,0,1
